ds,department,y
2020-09-14,Kitchen & Cooking,4398.39
2020-09-14,Clothing,2087.65
2020-09-14,Food,9398.83
2020-09-14,Books,1634.97
2020-09-14,Home Essentials,3302.2400000000002
2020-09-15,Books,271.36
2020-09-15,Clothing,3144.29
2020-09-15,Food,10794.439999999999
2020-09-15,Home Essentials,2022.67
2020-09-15,Kitchen & Cooking,5295.38
2020-09-15,Small Electronics,2681.1499999999996
2020-09-15,Stationery,1744.39
2020-09-15,Utensils,3438.49
2020-09-16,Utensils,533.96
2020-09-16,Stationery,397.34000000000003
2020-09-16,Kitchen & Cooking,3857.75
2020-09-16,Small Electronics,3339.95
2020-09-16,Food,11173.71
2020-09-16,Clothing,7864.24
2020-09-16,Books,1599.83
2020-09-16,Home Essentials,3531.96
2020-09-17,Books,1232.3600000000001
2020-09-17,Clothing,3752.37
2020-09-17,Food,12572.14
2020-09-17,Home Essentials,5362.14
2020-09-17,Kitchen & Cooking,2348.6499999999996
2020-09-17,Small Electronics,2895.7
2020-09-17,Stationery,1152.74
2020-09-17,Utensils,2829.95
2020-09-18,Small Electronics,2902.45
2020-09-18,Utensils,1674.21
2020-09-18,Stationery,1213.36
2020-09-18,Kitchen & Cooking,4734.65
2020-09-18,Clothing,3824.4700000000003
2020-09-18,Food,8691.08
2020-09-18,Home Essentials,2572.4300000000003
2020-09-18,Books,762.24
2020-09-19,Stationery,1495.81
2020-09-19,Small Electronics,7302.969999999999
2020-09-19,Kitchen & Cooking,268.65
2020-09-19,Utensils,3606.45
2020-09-19,Food,14243.35
2020-09-19,Clothing,6066.41
2020-09-19,Books,898.0999999999999
2020-09-19,Home Essentials,1883.01
2020-09-20,Books,1356.25
2020-09-20,Clothing,5778.1
2020-09-20,Food,12599.43
2020-09-20,Home Essentials,3772.69
2020-09-20,Kitchen & Cooking,7858.719999999999
2020-09-20,Small Electronics,5587.72
2020-09-20,Stationery,1526.0100000000002
2020-09-20,Utensils,3272.5600000000004
2020-09-21,Stationery,1298.59
2020-09-21,Utensils,3601.88
2020-09-21,Home Essentials,3689.73
2020-09-21,Small Electronics,0.0
2020-09-21,Kitchen & Cooking,3690.29
2020-09-21,Food,15905.35
2020-09-21,Clothing,2867.49
2020-09-21,Books,473.03
2020-09-22,Stationery,1437.56
2020-09-22,Small Electronics,5930.82
2020-09-22,Kitchen & Cooking,8241.69
2020-09-22,Utensils,2440.81
2020-09-22,Food,16350.44
2020-09-22,Clothing,4257.44
2020-09-22,Books,570.85
2020-09-22,Home Essentials,3146.59
2020-09-23,Books,1433.88
2020-09-23,Clothing,9196.720000000001
2020-09-23,Food,9624.84
2020-09-23,Home Essentials,1933.99
2020-09-23,Kitchen & Cooking,1972.47
2020-09-23,Small Electronics,2392.29
2020-09-23,Stationery,1951.35
2020-09-23,Utensils,2489.42
2020-09-24,Small Electronics,9193.77
2020-09-24,Stationery,1016.04
2020-09-24,Kitchen & Cooking,6954.88
2020-09-24,Utensils,2508.92
2020-09-24,Food,14653.6
2020-09-24,Clothing,9835.07
2020-09-24,Books,838.83
2020-09-24,Home Essentials,2671.09
2020-09-25,Books,666.1899999999999
2020-09-25,Clothing,1900.0300000000002
2020-09-25,Food,13072.87
2020-09-25,Home Essentials,2793.9100000000003
2020-09-25,Kitchen & Cooking,4950.38
2020-09-25,Small Electronics,848.46
2020-09-25,Stationery,328.28000000000003
2020-09-25,Utensils,2915.2299999999996
2020-09-26,Utensils,853.3299999999999
2020-09-26,Stationery,930.91
2020-09-26,Small Electronics,7141.57
2020-09-26,Kitchen & Cooking,6358.5
2020-09-26,Home Essentials,1991.09
2020-09-26,Clothing,4250.77
2020-09-26,Books,1001.24
2020-09-26,Food,11348.05
2020-09-27,Books,591.1600000000001
2020-09-27,Clothing,7599.03
2020-09-27,Food,13848.789999999999
2020-09-27,Home Essentials,2038.58
2020-09-27,Kitchen & Cooking,0.0
2020-09-27,Small Electronics,7197.2
2020-09-27,Stationery,940.85
2020-09-27,Utensils,1712.5500000000002
2020-09-28,Utensils,2561.69
2020-09-28,Stationery,1874.22
2020-09-28,Small Electronics,0.0
2020-09-28,Kitchen & Cooking,967.57
2020-09-28,Home Essentials,2300.12
2020-09-28,Clothing,4584.7
2020-09-28,Food,12748.779999999999
2020-09-28,Books,1464.98
2020-09-29,Books,1155.52
2020-09-29,Clothing,4989.53
2020-09-29,Food,8930.96
2020-09-29,Home Essentials,3866.5899999999997
2020-09-29,Kitchen & Cooking,4882.45
2020-09-29,Small Electronics,4000.44
2020-09-29,Stationery,1551.3700000000001
2020-09-29,Utensils,3030.1
2020-09-30,Small Electronics,1065.2800000000002
2020-09-30,Utensils,1594.33
2020-09-30,Stationery,1291.42
2020-09-30,Kitchen & Cooking,0.0
2020-09-30,Home Essentials,1725.54
2020-09-30,Food,10372.25
2020-09-30,Clothing,1702.94
2020-09-30,Books,263.14
2020-10-01,Books,472.74
2020-10-01,Clothing,3444.35
2020-10-01,Food,12285.84
2020-10-01,Home Essentials,1716.3500000000001
2020-10-01,Kitchen & Cooking,1298.96
2020-10-01,Small Electronics,3362.7699999999995
2020-10-01,Stationery,713.16
2020-10-01,Utensils,1961.57
2020-10-02,Clothing,6623.57
2020-10-02,Stationery,1730.23
2020-10-02,Utensils,2737.76
2020-10-02,Small Electronics,2572.27
2020-10-02,Books,427.16
2020-10-02,Home Essentials,2322.5
2020-10-02,Food,11659.85
2020-10-02,Kitchen & Cooking,0.0
2020-10-03,Books,98.72
2020-10-03,Clothing,5461.57
2020-10-03,Food,11484.15
2020-10-03,Home Essentials,1790.56
2020-10-03,Kitchen & Cooking,5919.74
2020-10-03,Small Electronics,4882.96
2020-10-03,Stationery,2000.18
2020-10-03,Utensils,432.83000000000004
2020-10-04,Utensils,3576.32
2020-10-04,Stationery,950.08
2020-10-04,Small Electronics,0.0
2020-10-04,Kitchen & Cooking,1784.06
2020-10-04,Books,1825.0500000000002
2020-10-04,Food,17239.739999999998
2020-10-04,Clothing,3203.38
2020-10-04,Home Essentials,2398.24
2020-10-05,Kitchen & Cooking,2218.4
2020-10-05,Stationery,1355.76
2020-10-05,Small Electronics,4132.13
2020-10-05,Utensils,1380.67
2020-10-05,Home Essentials,4916.58
2020-10-05,Clothing,3399.41
2020-10-05,Books,122.36
2020-10-05,Food,10605.99
2020-10-06,Stationery,825.49
2020-10-06,Small Electronics,2795.1099999999997
2020-10-06,Kitchen & Cooking,5600.09
2020-10-06,Utensils,2426.4
2020-10-06,Food,12106.67
2020-10-06,Clothing,2341.08
2020-10-06,Books,1135.0
2020-10-06,Home Essentials,5080.360000000001
2020-10-07,Books,0.0
2020-10-07,Clothing,4048.8
2020-10-07,Food,11337.42
2020-10-07,Home Essentials,899.25
2020-10-07,Kitchen & Cooking,499.81
2020-10-07,Small Electronics,1153.54
2020-10-07,Stationery,3025.44
2020-10-07,Utensils,4741.68
2020-10-08,Small Electronics,4628.4
2020-10-08,Stationery,1868.19
2020-10-08,Kitchen & Cooking,2719.52
2020-10-08,Utensils,1151.04
2020-10-08,Food,10880.03
2020-10-08,Clothing,8139.49
2020-10-08,Books,1130.25
2020-10-08,Home Essentials,1457.8899999999999
2020-10-09,Books,0.0
2020-10-09,Clothing,3397.98
2020-10-09,Food,11430.22
2020-10-09,Home Essentials,1496.44
2020-10-09,Kitchen & Cooking,1022.02
2020-10-09,Small Electronics,4792.21
2020-10-09,Stationery,1073.3
2020-10-09,Utensils,772.23
2020-10-10,Utensils,1730.23
2020-10-10,Stationery,1590.12
2020-10-10,Small Electronics,1264.33
2020-10-10,Kitchen & Cooking,4644.6900000000005
2020-10-10,Home Essentials,4852.82
2020-10-10,Clothing,5400.0
2020-10-10,Books,749.51
2020-10-10,Food,11247.24
2020-10-11,Books,0.0
2020-10-11,Clothing,8041.32
2020-10-11,Food,10018.32
2020-10-11,Home Essentials,3473.09
2020-10-11,Kitchen & Cooking,3359.34
2020-10-11,Small Electronics,2814.0
2020-10-11,Stationery,1186.34
2020-10-11,Utensils,4574.0
2020-10-12,Stationery,2032.63
2020-10-12,Utensils,2346.99
2020-10-12,Home Essentials,2128.38
2020-10-12,Small Electronics,3904.7200000000003
2020-10-12,Kitchen & Cooking,509.83
2020-10-12,Food,13059.54
2020-10-12,Clothing,4969.08
2020-10-12,Books,0.0
2020-10-13,Stationery,1622.47
2020-10-13,Small Electronics,2730.16
2020-10-13,Kitchen & Cooking,3690.7999999999997
2020-10-13,Utensils,3099.12
2020-10-13,Food,9227.2
2020-10-13,Clothing,2528.73
2020-10-13,Books,1119.64
2020-10-13,Home Essentials,1965.15
2020-10-14,Books,1435.6399999999999
2020-10-14,Clothing,10431.74
2020-10-14,Food,14164.369999999999
2020-10-14,Home Essentials,4269.91
2020-10-14,Kitchen & Cooking,2338.3199999999997
2020-10-14,Small Electronics,2746.38
2020-10-14,Stationery,2115.05
2020-10-14,Utensils,2851.16
2020-10-15,Small Electronics,4249.049999999999
2020-10-15,Stationery,2013.5
2020-10-15,Kitchen & Cooking,632.74
2020-10-15,Utensils,1232.3600000000001
2020-10-15,Food,17611.96
2020-10-15,Clothing,6168.89
2020-10-15,Books,887.24
2020-10-15,Home Essentials,1509.21
2020-10-16,Books,1752.32
2020-10-16,Clothing,8628.75
2020-10-16,Food,14208.76
2020-10-16,Home Essentials,2053.55
2020-10-16,Kitchen & Cooking,6545.5599999999995
2020-10-16,Small Electronics,4812.179999999999
2020-10-16,Stationery,695.5
2020-10-16,Utensils,4713.68
2020-10-17,Utensils,1350.85
2020-10-17,Stationery,960.4599999999999
2020-10-17,Small Electronics,2305.93
2020-10-17,Kitchen & Cooking,4233.07
2020-10-17,Home Essentials,4210.139999999999
2020-10-17,Clothing,7512.97
2020-10-17,Books,1287.94
2020-10-17,Food,13017.76
2020-10-18,Books,814.4200000000001
2020-10-18,Clothing,2667.79
2020-10-18,Food,17198.23
2020-10-18,Home Essentials,4526.860000000001
2020-10-18,Kitchen & Cooking,8484.91
2020-10-18,Small Electronics,7605.96
2020-10-18,Stationery,845.46
2020-10-18,Utensils,3006.83
2020-10-19,Small Electronics,1895.53
2020-10-19,Utensils,1783.2600000000002
2020-10-19,Stationery,1449.8
2020-10-19,Kitchen & Cooking,2590.32
2020-10-19,Home Essentials,3944.2599999999998
2020-10-19,Food,12450.93
2020-10-19,Clothing,5971.03
2020-10-19,Books,1246.29
2020-10-20,Books,2215.32
2020-10-20,Clothing,7257.23
2020-10-20,Food,14681.56
2020-10-20,Home Essentials,2028.1399999999999
2020-10-20,Kitchen & Cooking,2791.3
2020-10-20,Small Electronics,2201.41
2020-10-20,Stationery,1678.51
2020-10-20,Utensils,1124.8600000000001
2020-10-21,Utensils,1066.83
2020-10-21,Stationery,2661.79
2020-10-21,Small Electronics,3687.71
2020-10-21,Kitchen & Cooking,5581.91
2020-10-21,Food,12986.28
2020-10-21,Clothing,4517.09
2020-10-21,Books,114.83
2020-10-21,Home Essentials,3069.22
2020-10-22,Books,1323.77
2020-10-22,Clothing,1623.94
2020-10-22,Food,14633.9
2020-10-22,Home Essentials,2361.66
2020-10-22,Kitchen & Cooking,1004.7
2020-10-22,Small Electronics,6241.42
2020-10-22,Stationery,734.26
2020-10-22,Utensils,1802.44
2020-10-23,Small Electronics,4546.35
2020-10-23,Utensils,698.51
2020-10-23,Stationery,1938.26
2020-10-23,Kitchen & Cooking,190.98
2020-10-23,Books,986.37
2020-10-23,Food,12852.21
2020-10-23,Clothing,7251.01
2020-10-23,Home Essentials,1604.92
2020-10-24,Books,83.65
2020-10-24,Clothing,3275.82
2020-10-24,Food,18333.91
2020-10-24,Home Essentials,5270.54
2020-10-24,Kitchen & Cooking,3532.38
2020-10-24,Small Electronics,3880.2299999999996
2020-10-24,Stationery,1910.9
2020-10-24,Utensils,0.0
2020-10-25,Utensils,1914.35
2020-10-25,Stationery,724.65
2020-10-25,Small Electronics,4488.23
2020-10-25,Kitchen & Cooking,4909.88
2020-10-25,Books,2282.3999999999996
2020-10-25,Food,13199.6
2020-10-25,Clothing,8727.98
2020-10-25,Home Essentials,3008.05
2020-10-26,Small Electronics,851.28
2020-10-26,Utensils,3045.45
2020-10-26,Stationery,1503.6100000000001
2020-10-26,Kitchen & Cooking,1311.0
2020-10-26,Home Essentials,3276.23
2020-10-26,Food,12455.81
2020-10-26,Clothing,4882.62
2020-10-26,Books,1779.27
2020-10-27,Books,125.96
2020-10-27,Clothing,5840.639999999999
2020-10-27,Food,20050.7
2020-10-27,Home Essentials,3093.97
2020-10-27,Kitchen & Cooking,2145.94
2020-10-27,Small Electronics,2624.6499999999996
2020-10-27,Stationery,203.28
2020-10-27,Utensils,1588.04
2020-10-28,Utensils,4246.98
2020-10-28,Stationery,1483.16
2020-10-28,Small Electronics,7545.16
2020-10-28,Kitchen & Cooking,1641.18
2020-10-28,Food,16408.5
2020-10-28,Clothing,6448.09
2020-10-28,Books,1189.67
2020-10-28,Home Essentials,2466.71
2020-10-29,Books,1685.58
2020-10-29,Clothing,8081.13
2020-10-29,Food,14296.8
2020-10-29,Home Essentials,2927.63
2020-10-29,Kitchen & Cooking,5619.91
2020-10-29,Small Electronics,5391.59
2020-10-29,Stationery,1482.1299999999999
2020-10-29,Utensils,1583.61
2020-10-30,Small Electronics,2879.76
2020-10-30,Utensils,774.83
2020-10-30,Stationery,1218.78
2020-10-30,Kitchen & Cooking,3279.06
2020-10-30,Books,907.1500000000001
2020-10-30,Food,15636.72
2020-10-30,Clothing,5383.35
2020-10-30,Home Essentials,2699.19
2020-10-31,Books,0.0
2020-10-31,Clothing,6149.7
2020-10-31,Food,14273.28
2020-10-31,Home Essentials,1509.7399999999998
2020-10-31,Kitchen & Cooking,3351.37
2020-10-31,Small Electronics,4211.9
2020-10-31,Stationery,1317.02
2020-10-31,Utensils,469.36
2020-11-01,Utensils,3068.31
2020-11-01,Stationery,1885.76
2020-11-01,Small Electronics,2775.71
2020-11-01,Kitchen & Cooking,3903.74
2020-11-01,Books,1400.84
2020-11-01,Food,18220.47
2020-11-01,Clothing,6395.51
2020-11-01,Home Essentials,1732.33
2020-11-02,Small Electronics,2976.17
2020-11-02,Utensils,4930.02
2020-11-02,Stationery,1305.3799999999999
2020-11-02,Kitchen & Cooking,6239.740000000001
2020-11-02,Home Essentials,3687.67
2020-11-02,Food,10769.8
2020-11-02,Clothing,4852.96
2020-11-02,Books,680.33
2020-11-03,Stationery,657.19
2020-11-03,Small Electronics,635.63
2020-11-03,Kitchen & Cooking,6142.16
2020-11-03,Utensils,3116.73
2020-11-03,Food,12457.44
2020-11-03,Clothing,9319.37
2020-11-03,Books,1441.54
2020-11-03,Home Essentials,3520.0699999999997
2020-11-04,Books,1814.54
2020-11-04,Clothing,1787.38
2020-11-04,Food,13325.87
2020-11-04,Home Essentials,3780.65
2020-11-04,Kitchen & Cooking,2182.67
2020-11-04,Small Electronics,6136.070000000001
2020-11-04,Stationery,1944.9099999999999
2020-11-04,Utensils,1105.4099999999999
2020-11-05,Small Electronics,5327.56
2020-11-05,Stationery,2345.19
2020-11-05,Kitchen & Cooking,1137.18
2020-11-05,Utensils,3542.2799999999997
2020-11-05,Food,16507.61
2020-11-05,Clothing,2870.1099999999997
2020-11-05,Books,0.0
2020-11-05,Home Essentials,3221.5
2020-11-06,Books,1010.4000000000001
2020-11-06,Clothing,7384.46
2020-11-06,Food,19700.77
2020-11-06,Home Essentials,2463.1
2020-11-06,Kitchen & Cooking,1611.51
2020-11-06,Small Electronics,5823.6900000000005
2020-11-06,Stationery,1432.73
2020-11-06,Utensils,1402.03
2020-11-07,Utensils,1923.28
2020-11-07,Stationery,612.0999999999999
2020-11-07,Small Electronics,4826.1900000000005
2020-11-07,Kitchen & Cooking,2437.2900000000004
2020-11-07,Home Essentials,3033.94
2020-11-07,Clothing,1837.03
2020-11-07,Books,1414.5
2020-11-07,Food,18408.13
2020-11-08,Books,731.43
2020-11-08,Clothing,7412.900000000001
2020-11-08,Food,17636.38
2020-11-08,Home Essentials,2071.21
2020-11-08,Kitchen & Cooking,5124.99
2020-11-08,Small Electronics,2702.37
2020-11-08,Stationery,2179.54
2020-11-08,Utensils,1612.8
2020-11-09,Small Electronics,4614.929999999999
2020-11-09,Stationery,1436.82
2020-11-09,Kitchen & Cooking,3480.76
2020-11-09,Utensils,1992.84
2020-11-09,Food,17023.6
2020-11-09,Clothing,6473.49
2020-11-09,Books,479.49
2020-11-09,Home Essentials,2831.76
2020-11-10,Stationery,1592.78
2020-11-10,Small Electronics,2478.18
2020-11-10,Kitchen & Cooking,3492.08
2020-11-10,Utensils,2888.22
2020-11-10,Food,12198.42
2020-11-10,Clothing,3251.12
2020-11-10,Books,1478.48
2020-11-10,Home Essentials,4168.0599999999995
2020-11-11,Books,1083.43
2020-11-11,Clothing,1802.1999999999998
2020-11-11,Food,20542.87
2020-11-11,Home Essentials,3389.3
2020-11-11,Kitchen & Cooking,4786.780000000001
2020-11-11,Small Electronics,2604.37
2020-11-11,Stationery,2061.29
2020-11-11,Utensils,2288.39
2020-11-12,Small Electronics,6768.59
2020-11-12,Stationery,1471.5
2020-11-12,Kitchen & Cooking,736.6500000000001
2020-11-12,Utensils,4167.58
2020-11-12,Food,18771.36
2020-11-12,Clothing,3998.14
2020-11-12,Books,0.0
2020-11-12,Home Essentials,4554.15
2020-11-13,Books,1044.47
2020-11-13,Clothing,6845.3099999999995
2020-11-13,Food,14011.130000000001
2020-11-13,Home Essentials,3499.65
2020-11-13,Kitchen & Cooking,1967.34
2020-11-13,Small Electronics,1075.61
2020-11-13,Stationery,1322.59
2020-11-13,Utensils,2414.61
2020-11-14,Utensils,1650.88
2020-11-14,Stationery,2063.76
2020-11-14,Small Electronics,4719.73
2020-11-14,Kitchen & Cooking,5092.95
2020-11-14,Home Essentials,3139.76
2020-11-14,Clothing,9854.65
2020-11-14,Books,2060.06
2020-11-14,Food,17180.46
2020-11-15,Books,2206.98
2020-11-15,Clothing,2799.55
2020-11-15,Food,13047.69
2020-11-15,Home Essentials,5644.81
2020-11-15,Kitchen & Cooking,4365.05
2020-11-15,Small Electronics,1754.09
2020-11-15,Stationery,835.4300000000001
2020-11-15,Utensils,5953.51
2020-11-16,Small Electronics,4807.66
2020-11-16,Utensils,1578.4499999999998
2020-11-16,Stationery,1090.65
2020-11-16,Kitchen & Cooking,3470.9700000000003
2020-11-16,Home Essentials,4130.58
2020-11-16,Food,10211.33
2020-11-16,Clothing,4924.72
2020-11-16,Books,134.95
2020-11-17,Stationery,1224.6
2020-11-17,Small Electronics,6574.49
2020-11-17,Kitchen & Cooking,4335.51
2020-11-17,Utensils,2476.2200000000003
2020-11-17,Food,9344.53
2020-11-17,Clothing,3435.85
2020-11-17,Books,255.46
2020-11-17,Home Essentials,1366.09
2020-11-18,Books,680.73
2020-11-18,Clothing,6413.54
2020-11-18,Food,10136.0
2020-11-18,Home Essentials,4756.03
2020-11-18,Kitchen & Cooking,1977.98
2020-11-18,Small Electronics,4594.71
2020-11-18,Stationery,1376.71
2020-11-18,Utensils,1585.9699999999998
2020-11-19,Small Electronics,4946.37
2020-11-19,Stationery,605.4300000000001
2020-11-19,Kitchen & Cooking,0.0
2020-11-19,Utensils,1319.25
2020-11-19,Food,13550.6
2020-11-19,Clothing,5145.78
2020-11-19,Books,2488.6000000000004
2020-11-19,Home Essentials,2955.05
2020-11-20,Books,2659.13
2020-11-20,Clothing,2128.23
2020-11-20,Food,12454.64
2020-11-20,Home Essentials,2822.92
2020-11-20,Kitchen & Cooking,4046.04
2020-11-20,Small Electronics,2669.1000000000004
2020-11-20,Stationery,1444.22
2020-11-20,Utensils,3186.81
2020-11-21,Utensils,2227.2
2020-11-21,Stationery,944.47
2020-11-21,Small Electronics,5544.4
2020-11-21,Kitchen & Cooking,3606.88
2020-11-21,Home Essentials,5772.08
2020-11-21,Clothing,5037.13
2020-11-21,Books,165.31
2020-11-21,Food,14906.449999999999
2020-11-22,Books,1255.47
2020-11-22,Clothing,2245.23
2020-11-22,Food,12268.93
2020-11-22,Home Essentials,3072.74
2020-11-22,Kitchen & Cooking,6349.52
2020-11-22,Small Electronics,0.0
2020-11-22,Stationery,850.15
2020-11-22,Utensils,1981.4
2020-11-23,Small Electronics,0.0
2020-11-23,Stationery,724.8100000000001
2020-11-23,Kitchen & Cooking,5608.82
2020-11-23,Utensils,3970.29
2020-11-23,Food,11711.84
2020-11-23,Clothing,6656.6900000000005
2020-11-23,Books,2372.94
2020-11-23,Home Essentials,3331.65
2020-11-24,Stationery,858.3399999999999
2020-11-24,Small Electronics,522.66
2020-11-24,Kitchen & Cooking,2714.2799999999997
2020-11-24,Utensils,1318.56
2020-11-24,Food,9212.36
2020-11-24,Clothing,6269.21
2020-11-24,Books,1673.7
2020-11-24,Home Essentials,2050.8199999999997
2020-11-25,Books,1117.59
2020-11-25,Clothing,3767.5099999999998
2020-11-25,Food,7197.72
2020-11-25,Home Essentials,1881.35
2020-11-25,Kitchen & Cooking,485.44
2020-11-25,Small Electronics,1900.97
2020-11-25,Stationery,380.28999999999996
2020-11-25,Utensils,1133.35
2020-11-26,Small Electronics,5278.47
2020-11-26,Stationery,1257.72
2020-11-26,Kitchen & Cooking,3635.89
2020-11-26,Utensils,1066.0500000000002
2020-11-26,Food,11520.93
2020-11-26,Clothing,4006.8
2020-11-26,Books,243.5
2020-11-26,Home Essentials,5127.9400000000005
2020-11-27,Books,853.94
2020-11-27,Clothing,4688.15
2020-11-27,Food,10429.24
2020-11-27,Home Essentials,2779.64
2020-11-27,Kitchen & Cooking,2857.95
2020-11-27,Small Electronics,5353.55
2020-11-27,Stationery,1488.02
2020-11-27,Utensils,2400.57
2020-11-28,Utensils,3261.7000000000003
2020-11-28,Stationery,2684.85
2020-11-28,Small Electronics,4212.29
2020-11-28,Kitchen & Cooking,2236.77
2020-11-28,Home Essentials,5746.99
2020-11-28,Clothing,6486.95
2020-11-28,Books,931.2
2020-11-28,Food,14721.83
2020-11-29,Books,2356.38
2020-11-29,Clothing,4192.93
2020-11-29,Food,10780.88
2020-11-29,Home Essentials,2445.5299999999997
2020-11-29,Kitchen & Cooking,4274.129999999999
2020-11-29,Small Electronics,1648.95
2020-11-29,Stationery,1327.71
2020-11-29,Utensils,5550.9800000000005
2020-11-30,Small Electronics,2329.6400000000003
2020-11-30,Stationery,998.9300000000001
2020-11-30,Kitchen & Cooking,3842.8900000000003
2020-11-30,Utensils,1564.14
2020-11-30,Food,12189.71
2020-11-30,Books,1322.87
2020-11-30,Home Essentials,2060.65
2020-11-30,Clothing,6396.4
2020-12-01,Books,1456.94
2020-12-01,Clothing,7380.6
2020-12-01,Food,14326.17
2020-12-01,Home Essentials,4744.25
2020-12-01,Kitchen & Cooking,4284.0599999999995
2020-12-01,Small Electronics,5486.8
2020-12-01,Stationery,1210.9299999999998
2020-12-01,Utensils,418.99
2020-12-02,Small Electronics,4150.42
2020-12-02,Utensils,3985.5999999999995
2020-12-02,Stationery,1082.16
2020-12-02,Kitchen & Cooking,4387.74
2020-12-02,Home Essentials,3671.42
2020-12-02,Food,14809.279999999999
2020-12-02,Clothing,4599.14
2020-12-02,Books,1078.6
2020-12-03,Books,1097.43
2020-12-03,Clothing,7025.01
2020-12-03,Food,11087.85
2020-12-03,Home Essentials,3874.05
2020-12-03,Kitchen & Cooking,228.28
2020-12-03,Small Electronics,8637.57
2020-12-03,Stationery,870.08
2020-12-03,Utensils,151.94
2020-12-04,Stationery,1763.36
2020-12-04,Small Electronics,2083.73
2020-12-04,Kitchen & Cooking,0.0
2020-12-04,Utensils,3585.62
2020-12-04,Home Essentials,4232.81
2020-12-04,Clothing,6232.73
2020-12-04,Books,748.59
2020-12-04,Food,11474.96
2020-12-05,Books,820.54
2020-12-05,Clothing,7293.03
2020-12-05,Food,10421.78
2020-12-05,Home Essentials,3070.99
2020-12-05,Kitchen & Cooking,2869.54
2020-12-05,Small Electronics,4180.0599999999995
2020-12-05,Stationery,955.25
2020-12-05,Utensils,2099.66
2020-12-06,Utensils,3106.47
2020-12-06,Stationery,724.81
2020-12-06,Small Electronics,1605.1999999999998
2020-12-06,Kitchen & Cooking,2673.3799999999997
2020-12-06,Food,12847.09
2020-12-06,Clothing,1577.99
2020-12-06,Books,1443.9
2020-12-06,Home Essentials,1378.83
2020-12-07,Books,912.76
2020-12-07,Clothing,5414.0
2020-12-07,Food,10448.22
2020-12-07,Home Essentials,1909.5
2020-12-07,Kitchen & Cooking,7911.23
2020-12-07,Small Electronics,0.0
2020-12-07,Stationery,1286.94
2020-12-07,Utensils,1955.0700000000002
2020-12-08,Utensils,1897.4199999999998
2020-12-08,Stationery,552.58
2020-12-08,Small Electronics,1700.51
2020-12-08,Kitchen & Cooking,3542.41
2020-12-08,Home Essentials,2482.0699999999997
2020-12-08,Clothing,3996.95
2020-12-08,Food,13177.72
2020-12-08,Books,627.9300000000001
2020-12-09,Books,476.88
2020-12-09,Clothing,5532.38
2020-12-09,Food,12182.03
2020-12-09,Home Essentials,1531.21
2020-12-09,Kitchen & Cooking,1286.05
2020-12-09,Small Electronics,8233.35
2020-12-09,Stationery,844.4200000000001
2020-12-09,Utensils,845.91
2020-12-10,Small Electronics,255.72
2020-12-10,Utensils,741.12
2020-12-10,Stationery,1744.79
2020-12-10,Kitchen & Cooking,288.63
2020-12-10,Home Essentials,3858.3900000000003
2020-12-10,Food,11866.0
2020-12-10,Clothing,4201.76
2020-12-10,Books,1267.28
2020-12-11,Books,1330.17
2020-12-11,Clothing,10609.51
2020-12-11,Food,8521.6
2020-12-11,Home Essentials,2085.45
2020-12-11,Kitchen & Cooking,6213.0
2020-12-11,Small Electronics,4326.87
2020-12-11,Stationery,595.4399999999999
2020-12-11,Utensils,3192.8
2020-12-12,Stationery,1237.48
2020-12-12,Small Electronics,7890.32
2020-12-12,Utensils,2901.96
2020-12-12,Kitchen & Cooking,7739.53
2020-12-12,Books,1487.16
2020-12-12,Food,14537.97
2020-12-12,Clothing,6815.27
2020-12-12,Home Essentials,3032.92
2020-12-13,Stationery,759.78
2020-12-13,Small Electronics,3332.38
2020-12-13,Kitchen & Cooking,2402.02
2020-12-13,Utensils,1187.0500000000002
2020-12-13,Food,12509.49
2020-12-13,Clothing,8247.12
2020-12-13,Books,378.32
2020-12-13,Home Essentials,3458.14
2020-12-14,Books,1398.17
2020-12-14,Clothing,2625.79
2020-12-14,Food,14388.2
2020-12-14,Home Essentials,5398.59
2020-12-14,Kitchen & Cooking,2904.26
2020-12-14,Small Electronics,1415.89
2020-12-14,Stationery,1136.98
2020-12-14,Utensils,1533.67
2020-12-15,Stationery,1114.1
2020-12-15,Utensils,1815.3400000000001
2020-12-15,Small Electronics,0.0
2020-12-15,Kitchen & Cooking,3355.49
2020-12-15,Food,9498.23
2020-12-15,Clothing,3035.9300000000003
2020-12-15,Books,890.13
2020-12-15,Home Essentials,1436.44
2020-12-16,Utensils,2961.12
2020-12-16,Stationery,2069.96
2020-12-16,Small Electronics,3891.3900000000003
2020-12-16,Kitchen & Cooking,1329.33
2020-12-16,Clothing,4422.83
2020-12-16,Food,16361.3
2020-12-16,Home Essentials,4626.05
2020-12-16,Books,0.0
2020-12-17,Books,972.56
2020-12-17,Clothing,4508.32
2020-12-17,Food,11581.63
2020-12-17,Home Essentials,3797.52
2020-12-17,Kitchen & Cooking,857.82
2020-12-17,Small Electronics,1061.87
2020-12-17,Stationery,724.21
2020-12-17,Utensils,3122.2200000000003
2020-12-18,Clothing,5898.59
2020-12-18,Utensils,2246.59
2020-12-18,Stationery,1348.8000000000002
2020-12-18,Small Electronics,533.86
2020-12-18,Books,2260.63
2020-12-18,Home Essentials,3064.37
2020-12-18,Food,12130.84
2020-12-18,Kitchen & Cooking,1640.74
2020-12-19,Kitchen & Cooking,3070.34
2020-12-19,Stationery,673.15
