ds,y
2023-02-21,27294.61
2023-02-22,32835.76
2023-02-23,33073.31
2023-02-24,34374.5
2023-02-25,34913.01
2023-02-26,38625.34
2023-02-27,35591.2
2023-02-28,44027.520000000004
2023-03-01,36494.5
2023-03-02,27893.41
2023-03-03,34445.68
2023-03-04,40513.99
2023-03-05,39985.38
2023-03-06,28210.69
2023-03-07,35592.28
2023-03-08,40287.58
2023-03-09,36095.78
2023-03-10,39288.24
2023-03-11,38730.85
2023-03-12,41182.72
2023-03-13,40395.51
2023-03-14,36333.72
2023-03-15,33338.63
2023-03-16,34312.57
2023-03-17,43778.97
2023-03-18,39543.32
2023-03-19,37215.17
2023-03-20,37147.24
2023-03-21,44639.43
2023-03-22,25517.12
2023-03-23,37894.96
2023-03-24,40826.26
2023-03-25,27895.99
2023-03-26,33804.35
2023-03-27,34102.57
2023-03-28,35460.59
2023-03-29,29842.05
2023-03-30,34086.97
2023-03-31,31245.51
2023-04-01,32071.91
2023-04-02,43124.08
2023-04-03,36502.4
2023-04-04,38444.75
2023-04-05,55919.71
2023-04-06,41266.91
2023-04-07,40943.29
2023-04-08,46738.14
2023-04-09,47523.5
2023-04-10,37828.43
2023-04-11,39556.33
2023-04-12,42035.85
2023-04-13,30178.670000000002
2023-04-14,46564.49
2023-04-15,49681.52
2023-04-16,34991.04
2023-04-17,36570.96
2023-04-18,41216.82
2023-04-19,29437.420000000002
2023-04-20,48305.409999999996
2023-04-21,38479.52
2023-04-22,42093.66
2023-04-23,53375.52
2023-04-24,47014.68
2023-04-25,37953.83
2023-04-26,38088.58
2023-04-27,37436.8
2023-04-28,32048.86
2023-04-29,38750.84
2023-04-30,39717.99
2023-05-01,38269.92
2023-05-02,36476.1
2023-05-03,32416.34
2023-05-04,40860.05
2023-05-05,44809.92
2023-05-06,38271.0
2023-05-07,46395.67
2023-05-08,41390.83
2023-05-09,35894.45
2023-05-10,45338.67
2023-05-11,45750.61
2023-05-12,41764.26
2023-05-13,44121.78
2023-05-14,43011.73
2023-05-15,43342.27
2023-05-16,36225.11
2023-05-17,46051.200000000004
2023-05-18,39358.74
2023-05-19,30119.96
2023-05-20,34176.29
2023-05-21,34937.23
2023-05-22,41157.54
2023-05-23,31751.079999999998
2023-05-24,40451.66
2023-05-25,37508.24
2023-05-26,39573.24
2023-05-27,39862.79
2023-05-28,36824.58
2023-05-29,31323.739999999998
2023-05-30,32626.91
2023-05-31,39753.79
2023-06-01,35077.12
2023-06-02,53376.41
2023-06-03,43753.97
2023-06-04,54533.01
2023-06-05,41967.04
2023-06-06,37536.12
2023-06-07,44325.68
2023-06-08,45130.729999999996
2023-06-09,37821.77
2023-06-10,39103.5
2023-06-11,41948.4
2023-06-12,38662.28
2023-06-13,37397.71
2023-06-14,46182.76
2023-06-15,28492.75
2023-06-16,39806.52
2023-06-17,44667.71
2023-06-18,47383.69
2023-06-19,31447.5
2023-06-20,44537.41
2023-06-21,42113.33
2023-06-22,32037.98
2023-06-23,33102.91
2023-06-24,42016.75
2023-06-25,39599.52
2023-06-26,32302.510000000002
2023-06-27,33307.16
2023-06-28,46297.73
2023-06-29,26908.73
2023-06-30,44034.47
2023-07-01,33767.28
2023-07-02,36647.94
2023-07-03,41879.79
2023-07-04,40838.64
2023-07-05,40688.44
2023-07-06,44605.5
2023-07-07,44121.38
2023-07-08,40510.51
2023-07-09,43454.98
2023-07-10,40624.04
2023-07-11,39096.22
2023-07-12,35154.45
2023-07-13,49822.5
2023-07-14,41690.659999999996
2023-07-15,46785.45
2023-07-16,44032.5
2023-07-17,36660.21
2023-07-18,41024.66
2023-07-19,44130.28
2023-07-20,29669.66
2023-07-21,46791.41
2023-07-22,45375.61
2023-07-23,34988.32
2023-07-24,35920.73
2023-07-25,27827.010000000002
2023-07-26,35054.5
2023-07-27,38568.86
2023-07-28,25031.65
2023-07-29,37900.340000000004
2023-07-30,38688.8
2023-07-31,32494.67
2023-08-01,39357.3
2023-08-02,36690.42
2023-08-03,39378.84
2023-08-04,30343.27
2023-08-05,46826.55
2023-08-06,36442.19
2023-08-07,41410.61
2023-08-08,29560.44
2023-08-09,34614.04
2023-08-10,34711.02
2023-08-11,45580.22
2023-08-12,41754.1
2023-08-13,32945.69
2023-08-14,40979.6
2023-08-15,44256.34
2023-08-16,42913.55
2023-08-17,29682.69
2023-08-18,35116.8
2023-08-19,35508.88
2023-08-20,40832.33
2023-08-21,31265.34
2023-08-22,44966.01
2023-08-23,30851.45
2023-08-24,33260.59
2023-08-25,36293.59
2023-08-26,48419.840000000004
2023-08-27,50420.74
2023-08-28,35959.38
2023-08-29,43153.47
2023-08-30,38537.29
2023-08-31,42298.14
2023-09-01,37009.86
2023-09-02,43084.020000000004
2023-09-03,39504.68
2023-09-04,47650.71
2023-09-05,32342.62
2023-09-06,41714.86
2023-09-07,38482.54
2023-09-08,30505.47
2023-09-09,39799.93
2023-09-10,35988.91
2023-09-11,38197.020000000004
2023-09-12,46190.21
2023-09-13,35016.01
2023-09-14,35897.22
2023-09-15,41281.42
2023-09-16,39035.46
2023-09-17,33087.79
2023-09-18,40244.69
2023-09-19,25202.56
2023-09-20,47406.44
2023-09-21,37251.66
2023-09-22,29008.11
2023-09-23,44122.07
2023-09-24,43040.61
2023-09-25,35529.7
2023-09-26,44328.57
2023-09-27,33052.02
2023-09-28,36255.33
2023-09-29,40737.99
2023-09-30,37977.69
2023-10-01,50143.31
2023-10-02,31843.53
2023-10-03,37091.83
2023-10-04,40967.53
2023-10-05,45214.72
2023-10-06,35472.35
2023-10-07,36893.17
2023-10-08,32116.07
2023-10-09,38232.11
2023-10-10,33194.76
2023-10-11,41254.75
2023-10-12,40000.14
2023-10-13,30205.54
2023-10-14,32490.74
2023-10-15,55299.95
2023-10-16,45829.13
2023-10-17,40382.07
2023-10-18,40168.2
2023-10-19,48239.11
2023-10-20,49176.54
2023-10-21,51721.57
2023-10-22,41564.82
2023-10-23,40307.04
2023-10-24,42168.84
2023-10-25,47179.68
2023-10-26,42872.02
2023-10-27,39351.77
2023-10-28,43540.479999999996
2023-10-29,40443.59
2023-10-30,49721.67
2023-10-31,32529.5
2023-11-01,34592.18
2023-11-02,48925.29
2023-11-03,44550.66
2023-11-04,32291.68
2023-11-05,48653.28
2023-11-06,44276.57
2023-11-07,39918.38
2023-11-08,51013.56
2023-11-09,50759.83
2023-11-10,41546.47
2023-11-11,61595.090000000004
2023-11-12,55193.44
2023-11-13,32003.79
2023-11-14,47624.23
2023-11-15,56352.35
2023-11-16,30734.24
2023-11-17,31822.44
2023-11-18,40551.05
2023-11-19,38481.34
2023-11-20,37898.85
2023-11-21,36595.28
2023-11-22,35235.47
2023-11-23,46166.1
2023-11-24,38214.06
2023-11-25,39534.55
2023-11-26,33643.07
2023-11-27,32499.46
2023-11-28,46391.19
2023-11-29,30877.88
2023-11-30,39242.38
2023-12-01,34000.21
2023-12-02,51259.880000000005
2023-12-03,44241.26
2023-12-04,50556.35
2023-12-05,42509.94
2023-12-06,43076.58
2023-12-07,34777.03
2023-12-08,33528.43
2023-12-09,38838.43
2023-12-10,48585.51
2023-12-11,35588.03
2023-12-12,37197.1
2023-12-13,32629.39
2023-12-14,31103.47
2023-12-15,35913.94
2023-12-16,35084.7
2023-12-17,46981.55
2023-12-18,36592.72
2023-12-19,32257.73
2023-12-20,38220.83
2023-12-21,42097.16
2023-12-22,45029.8
2023-12-23,41965.79
2023-12-24,43486.729999999996
2023-12-25,41403.43
2023-12-26,35646.8
2023-12-27,35424.01
2023-12-28,38366.25
2023-12-29,30115.63
2023-12-30,48517.11
2023-12-31,52157.03
2024-01-01,37728.97
2024-01-02,45428.94
2024-01-03,45023.03
2024-01-04,38357.07
2024-01-05,48421.65
2024-01-06,32296.690000000002
2024-01-07,42900.590000000004
2024-01-08,40232.7
2024-01-09,32568.4
2024-01-10,39136.39
2024-01-11,45495.590000000004
2024-01-12,37421.84
2024-01-13,42219.88
2024-01-14,32920.3
2024-01-15,42617.16
2024-01-16,45571.58
2024-01-17,38100.38
2024-01-18,37306.9
2024-01-19,43065.229999999996
2024-01-20,39223.73
2024-01-21,36449.64
2024-01-22,38576.9
2024-01-23,36625.01
2024-01-24,32718.89
2024-01-25,36217.64
2024-01-26,40056.06
2024-01-27,45674.17
2024-01-28,46781.22
2024-01-29,35804.48
2024-01-30,48778.840000000004
2024-01-31,36269.56
2024-02-01,43181.0
2024-02-02,39204.7
2024-02-03,42953.61
2024-02-04,37843.63
2024-02-05,43829.97
2024-02-06,34076.35
2024-02-07,33654.05
2024-02-08,47314.5
2024-02-09,41334.64
2024-02-10,33549.27
2024-02-11,42804.94
2024-02-12,33811.26
2024-02-13,31712.69
2024-02-14,39392.46
2024-02-15,48145.33
2024-02-16,40820.15
2024-02-17,34891.29
2024-02-18,50034.05
2024-02-19,39416.28
2024-02-20,51097.549999999996
2024-02-21,42208.47
2024-02-22,31668.05
2024-02-23,41867.39
2024-02-24,38901.62
2024-02-25,42580.55
2024-02-26,47155.41
2024-02-27,35014.43
2024-02-28,37334.21
2024-02-29,39420.6
2024-03-01,35345.770000000004
2024-03-02,47764.69
2024-03-03,46634.24
2024-03-04,50699.32
2024-03-05,39537.97
2024-03-06,27596.67
2024-03-07,43326.37
2024-03-08,34298.590000000004
2024-03-09,59929.78
2024-03-10,42115.15
2024-03-11,48062.65
2024-03-12,48474.25
2024-03-13,36632.11
2024-03-14,37019.86
2024-03-15,29223.91
2024-03-16,42147.57
2024-03-17,43470.33
2024-03-18,48306.83
2024-03-19,37166.63
2024-03-20,43171.83
2024-03-21,40105.81
2024-03-22,36207.21
2024-03-23,45876.03
2024-03-24,45898.63
2024-03-25,36661.05
2024-03-26,37272.26
2024-03-27,37100.42
2024-03-28,38563.34
2024-03-29,43877.94
2024-03-30,37879.35
2024-03-31,43533.01
2024-04-01,38230.23
2024-04-02,47739.85
2024-04-03,49509.8
2024-04-04,45145.12
2024-04-05,44330.33
2024-04-06,43656.14
2024-04-07,47968.5
2024-04-08,50540.28
2024-04-09,45121.77
2024-04-10,49648.02
2024-04-11,49385.65
2024-04-12,40119.28
2024-04-13,54905.76
2024-04-14,43084.74
2024-04-15,44738.68
2024-04-16,40194.81
2024-04-17,41872.64
2024-04-18,52523.88
2024-04-19,49126.81
2024-04-20,50615.89
2024-04-21,50844.47
2024-04-22,38492.81
2024-04-23,42756.03
2024-04-24,44894.67
2024-04-25,39032.61
2024-04-26,36128.49
2024-04-27,46202.57
2024-04-28,49485.58
2024-04-29,31907.7
2024-04-30,54307.53
2024-05-01,45237.5
2024-05-02,51186.77
2024-05-03,54599.72
2024-05-04,45612.02
2024-05-05,52303.85
2024-05-06,56580.71
2024-05-07,43925.12
2024-05-08,41893.65
2024-05-09,48493.55
2024-05-10,46000.94
2024-05-11,45689.71
2024-05-12,57122.53
2024-05-13,53220.93
2024-05-14,49071.659999999996
2024-05-15,44596.15
2024-05-16,44408.74
2024-05-17,42623.17
2024-05-18,53861.74
2024-05-19,42020.62
2024-05-20,38740.0
2024-05-21,46744.17
2024-05-22,31569.86
2024-05-23,43429.32
2024-05-24,42430.71
2024-05-25,52120.29
2024-05-26,39880.340000000004
2024-05-27,29679.35
2024-05-28,38712.2
2024-05-29,39741.43
2024-05-30,31070.89
2024-05-31,34049.81
2024-06-01,37671.43
2024-06-02,50212.26
2024-06-03,46227.21
2024-06-04,47240.64
2024-06-05,47592.36
2024-06-06,34676.81
2024-06-07,45855.74
2024-06-08,41567.65
2024-06-09,43166.82
2024-06-10,54362.8
2024-06-11,42272.43
2024-06-12,41123.95
2024-06-13,37304.39
2024-06-14,39314.24
2024-06-15,46345.72
2024-06-16,35283.99
2024-06-17,53137.49
2024-06-18,40753.6
2024-06-19,39739.39
2024-06-20,34552.9
2024-06-21,43219.86
2024-06-22,34872.25
2024-06-23,42160.01
2024-06-24,40205.29
2024-06-25,35541.64
2024-06-26,37149.28
2024-06-27,39493.55
2024-06-28,46901.57
2024-06-29,33781.2
2024-06-30,47867.03
2024-07-01,43695.62
2024-07-02,52287.12
2024-07-03,41764.21
2024-07-04,45431.62
2024-07-05,44037.34
2024-07-06,47631.54
2024-07-07,43482.44
2024-07-08,38970.44
2024-07-09,40151.92
2024-07-10,47208.75
2024-07-11,29899.79
2024-07-12,44835.22
2024-07-13,46870.55
2024-07-14,45039.14
2024-07-15,41129.68
2024-07-16,52030.520000000004
2024-07-17,40218.76
2024-07-18,46917.31
2024-07-19,50576.45
2024-07-20,47816.5
2024-07-21,40939.03
2024-07-22,40537.03
2024-07-23,34000.409999999996
2024-07-24,33104.68
2024-07-25,41093.26
2024-07-26,36993.770000000004
2024-07-27,36417.16
2024-07-28,51192.33
2024-07-29,36098.24
2024-07-30,45509.98
2024-07-31,38844.33
2024-08-01,41098.590000000004
2024-08-02,47425.52
2024-08-03,42364.82
2024-08-04,56391.0
2024-08-05,48409.29
2024-08-06,41820.7
2024-08-07,48492.74
2024-08-08,37441.54
2024-08-09,48980.2
2024-08-10,39171.45
2024-08-11,36828.19
2024-08-12,44053.75
2024-08-13,32043.09
2024-08-14,37342.7
2024-08-15,40317.57
2024-08-16,43317.33
2024-08-17,36311.23
2024-08-18,39872.53
2024-08-19,37505.31
2024-08-20,38864.2
2024-08-21,34660.5
2024-08-22,37052.5
2024-08-23,33998.5
2024-08-24,39374.909999999996
2024-08-25,40924.04
2024-08-26,38041.79
2024-08-27,33105.38
2024-08-28,37166.63
2024-08-29,32479.83
2024-08-30,38401.33
2024-08-31,42792.38
2024-09-01,45731.84
2024-09-02,57749.76
2024-09-03,37144.21
2024-09-04,37367.2
2024-09-05,39323.25
2024-09-06,36086.3
2024-09-07,41344.58
2024-09-08,47780.83
2024-09-09,49997.31
2024-09-10,36491.6
2024-09-11,38078.49
2024-09-12,48879.14
2024-09-13,47210.81
2024-09-14,39556.9
2024-09-15,43172.61
2024-09-16,39475.62
2024-09-17,45781.34
2024-09-18,41074.92
2024-09-19,40199.97
2024-09-20,35745.49
2024-09-21,52276.52
2024-09-22,46893.19
2024-09-23,40121.23
2024-09-24,44443.91
2024-09-25,34853.71
2024-09-26,42228.03
2024-09-27,37165.91
2024-09-28,42174.99
2024-09-29,43960.82
2024-09-30,30089.53
2024-10-01,35476.52
2024-10-02,38588.46
2024-10-03,41639.12
2024-10-04,47277.1
2024-10-05,46483.92
2024-10-06,42711.97
2024-10-07,44367.49
2024-10-08,36965.36
2024-10-09,33323.799999999996
2024-10-10,49951.840000000004
2024-10-11,39849.12
2024-10-12,45768.64
2024-10-13,49556.51
2024-10-14,44544.72
2024-10-15,38428.75
2024-10-16,34963.23
2024-10-17,58339.74
2024-10-18,48952.19
2024-10-19,54494.12
2024-10-20,50869.25
2024-10-21,41491.12
2024-10-22,47323.05
2024-10-23,43701.38
2024-10-24,50037.62
2024-10-25,47279.83
2024-10-26,52067.8
2024-10-27,40159.76
2024-10-28,48728.75
2024-10-29,47158.63
2024-10-30,38181.41
2024-10-31,49159.46
2024-11-01,45401.8
2024-11-02,58720.38
2024-11-03,52542.32
2024-11-04,57832.96
2024-11-05,49706.18
2024-11-06,37388.9
2024-11-07,44939.229999999996
2024-11-08,48335.29
2024-11-09,53051.44
2024-11-10,49339.82
2024-11-11,46764.31
2024-11-12,45832.29
2024-11-13,38211.590000000004
2024-11-14,39248.22
2024-11-15,52498.57
2024-11-16,45220.91
2024-11-17,35763.2
2024-11-18,36736.95
2024-11-19,40912.82
2024-11-20,41449.46
2024-11-21,39916.38
2024-11-22,51488.88
2024-11-23,37845.55
2024-11-24,51015.42
2024-11-25,44568.98
2024-11-26,37093.35
2024-11-27,43287.97
2024-11-28,36993.97
2024-11-29,38953.83
2024-11-30,43104.04
2024-12-01,61416.21
2024-12-02,42418.61
2024-12-03,44482.14
2024-12-04,40588.92
2024-12-05,34776.05
2024-12-06,37240.25
2024-12-07,45847.11
2024-12-08,58361.12
2024-12-09,40695.29
2024-12-10,33027.16
2024-12-11,34001.96
2024-12-12,55388.39
2024-12-13,43843.83
2024-12-14,47940.32
2024-12-15,61339.659999999996
2024-12-16,43333.52
2024-12-17,44571.31
2024-12-18,43390.61
2024-12-19,43304.21
2024-12-20,44654.03
2024-12-21,44126.13
2024-12-22,50994.66
2024-12-23,34578.89
2024-12-24,48486.020000000004
2024-12-25,28719.16
2024-12-26,37382.24
2024-12-27,35241.04
2024-12-28,43935.28
2024-12-29,40023.24
2024-12-30,40007.53
2024-12-31,45840.1
